     Epoch    TrainingLoss        TestLoss         Time(s)   SavePrefix
----------------------------------------------------------------------------------------------------
      2918          0.9257          0.8986         13.5865   TrainedModels/top_all36_cgenff-sub-2918
      2919          0.9256          0.9015         13.5111   TrainedModels/top_all36_cgenff-sub-2919
      2920          0.9272          0.8992         13.5108   TrainedModels/top_all36_cgenff-sub-2920
      2921          0.9278          0.9034         13.5175   TrainedModels/top_all36_cgenff-sub-2921
      2922          0.9270          0.9030         13.5168   TrainedModels/top_all36_cgenff-sub-2922
      2923          0.9276          0.9011         13.5068   TrainedModels/top_all36_cgenff-sub-2923
      2924          0.9277          0.9018         13.5090   TrainedModels/top_all36_cgenff-sub-2924
      2925          0.9260          0.8980         13.5120   TrainedModels/top_all36_cgenff-sub-2925
      2926          0.9256          0.9030         13.5625   TrainedModels/top_all36_cgenff-sub-2926
      2927          0.9256          0.8989         13.4515   TrainedModels/top_all36_cgenff-sub-2927
      2928          0.9248          0.9027         13.5056   TrainedModels/top_all36_cgenff-sub-2928
      2929          0.9236          0.8980         13.5018   TrainedModels/top_all36_cgenff-sub-2929
      2930          0.9248          0.9018         13.5690   TrainedModels/top_all36_cgenff-sub-2930
      2931          0.9237          0.8980         13.5105   TrainedModels/top_all36_cgenff-sub-2931
      2932          0.9258          0.9015         13.4447   TrainedModels/top_all36_cgenff-sub-2932
      2933          0.9253          0.9011         13.4980   TrainedModels/top_all36_cgenff-sub-2933
      2934          0.9273          0.9024         13.5576   TrainedModels/top_all36_cgenff-sub-2934
      2935          0.9277          0.9015         13.5185   TrainedModels/top_all36_cgenff-sub-2935
      2936          0.9276          0.9034         13.5079   TrainedModels/top_all36_cgenff-sub-2936
      2937          0.9268          0.9034         13.4496   TrainedModels/top_all36_cgenff-sub-2937
      2938          0.9268          0.9008         13.5720   TrainedModels/top_all36_cgenff-sub-2938
      2939          0.9267          0.9034         13.5201   TrainedModels/top_all36_cgenff-sub-2939
      2940          0.9261          0.8989         13.5210   TrainedModels/top_all36_cgenff-sub-2940
      2941          0.9249          0.9011         13.5158   TrainedModels/top_all36_cgenff-sub-2941
      2942          0.9250          0.8983         13.5241   TrainedModels/top_all36_cgenff-sub-2942
      2943          0.9253          0.9024         13.5014   TrainedModels/top_all36_cgenff-sub-2943
      2944          0.9235          0.8986         13.5034   TrainedModels/top_all36_cgenff-sub-2944
      2945          0.9273          0.9053         13.5157   TrainedModels/top_all36_cgenff-sub-2945
      2946          0.9257          0.9018         13.5783   TrainedModels/top_all36_cgenff-sub-2946
      2947          0.9286          0.9053         13.4398   TrainedModels/top_all36_cgenff-sub-2947
      2948          0.9272          0.9027         13.4989   TrainedModels/top_all36_cgenff-sub-2948
      2949          0.9267          0.9021         13.5062   TrainedModels/top_all36_cgenff-sub-2949
      2950          0.9275          0.9021         13.5850   TrainedModels/top_all36_cgenff-sub-2950
      2951          0.9254          0.9021         13.5097   TrainedModels/top_all36_cgenff-sub-2951
      2952          0.9258          0.9046         13.4552   TrainedModels/top_all36_cgenff-sub-2952
      2953          0.9252          0.9018         13.5071   TrainedModels/top_all36_cgenff-sub-2953
      2954          0.9271          0.9024         13.5556   TrainedModels/top_all36_cgenff-sub-2954
      2955          0.9256          0.9027         13.5220   TrainedModels/top_all36_cgenff-sub-2955
      2956          0.9270          0.9024         13.5090   TrainedModels/top_all36_cgenff-sub-2956
      2957          0.9259          0.8992         13.4518   TrainedModels/top_all36_cgenff-sub-2957
      2958          0.9275          0.9018         13.5619   TrainedModels/top_all36_cgenff-sub-2958
      2959          0.9266          0.8996         13.5222   TrainedModels/top_all36_cgenff-sub-2959
      2960          0.9265          0.9046         13.5122   TrainedModels/top_all36_cgenff-sub-2960
      2961          0.9262          0.9005         13.5136   TrainedModels/top_all36_cgenff-sub-2961
      2962          0.9258          0.9021         13.5070   TrainedModels/top_all36_cgenff-sub-2962
      2963          0.9262          0.9002         13.5115   TrainedModels/top_all36_cgenff-sub-2963
      2964          0.9249          0.9015         13.5110   TrainedModels/top_all36_cgenff-sub-2964
      2965          0.9246          0.8986         13.5152   TrainedModels/top_all36_cgenff-sub-2965
      2966          0.9256          0.9021         13.5728   TrainedModels/top_all36_cgenff-sub-2966
      2967          0.9256          0.9002         13.4617   TrainedModels/top_all36_cgenff-sub-2967
      2968          0.9266          0.9018         13.5047   TrainedModels/top_all36_cgenff-sub-2968
      2969          0.9263          0.9024         13.5051   TrainedModels/top_all36_cgenff-sub-2969
      2970          0.9283          0.9018         13.5795   TrainedModels/top_all36_cgenff-sub-2970
      2971          0.9252          0.9046         13.5149   TrainedModels/top_all36_cgenff-sub-2971
      2972          0.9262          0.9002         13.4483   TrainedModels/top_all36_cgenff-sub-2972
      2973          0.9256          0.8989         13.5146   TrainedModels/top_all36_cgenff-sub-2973
      2974          0.9257          0.8977         13.5787   TrainedModels/top_all36_cgenff-sub-2974
      2975          0.9263          0.8970         13.5187   TrainedModels/top_all36_cgenff-sub-2975
      2976          0.9264          0.8989         13.5197   TrainedModels/top_all36_cgenff-sub-2976
      2977          0.9264          0.8989         13.4530   TrainedModels/top_all36_cgenff-sub-2977
      2978          0.9270          0.8992         13.5729   TrainedModels/top_all36_cgenff-sub-2978
      2979          0.9268          0.9005         13.5040   TrainedModels/top_all36_cgenff-sub-2979
      2980          0.9273          0.9021         13.5085   TrainedModels/top_all36_cgenff-sub-2980
      2981          0.9284          0.9030         13.5218   TrainedModels/top_all36_cgenff-sub-2981
      2982          0.9272          0.9024         13.4997   TrainedModels/top_all36_cgenff-sub-2982
      2983          0.9284          0.9021         13.4949   TrainedModels/top_all36_cgenff-sub-2983
      2984          0.9280          0.9018         13.5134   TrainedModels/top_all36_cgenff-sub-2984
      2985          0.9274          0.8999         13.5141   TrainedModels/top_all36_cgenff-sub-2985
      2986          0.9269          0.9008         13.5660   TrainedModels/top_all36_cgenff-sub-2986
      2987          0.9276          0.8999         13.4557   TrainedModels/top_all36_cgenff-sub-2987
      2988          0.9266          0.9034         13.4983   TrainedModels/top_all36_cgenff-sub-2988
      2989          0.9278          0.9005         13.5038   TrainedModels/top_all36_cgenff-sub-2989
      2990          0.9267          0.9049         13.5796   TrainedModels/top_all36_cgenff-sub-2990
      2991          0.9286          0.9015         13.5185   TrainedModels/top_all36_cgenff-sub-2991
      2992          0.9281          0.9043         13.4457   TrainedModels/top_all36_cgenff-sub-2992
      2993          0.9294          0.9021         13.4894   TrainedModels/top_all36_cgenff-sub-2993
      2994          0.9279          0.9040         13.5621   TrainedModels/top_all36_cgenff-sub-2994
      2995          0.9276          0.9018         13.5186   TrainedModels/top_all36_cgenff-sub-2995
      2996          0.9279          0.9024         13.5080   TrainedModels/top_all36_cgenff-sub-2996
      2997          0.9276          0.9005         13.4431   TrainedModels/top_all36_cgenff-sub-2997
      2998          0.9276          0.9005         13.5677   TrainedModels/top_all36_cgenff-sub-2998
      2999          0.9267          0.9027         13.5097   TrainedModels/top_all36_cgenff-sub-2999
      3000          0.9272          0.9015         13.5139   TrainedModels/top_all36_cgenff-sub-3000
      3001          0.9258          0.9046         13.5121   TrainedModels/top_all36_cgenff-sub-3001
      3002          0.9265          0.9024         13.4956   TrainedModels/top_all36_cgenff-sub-3002
      3003          0.9267          0.9005         13.5040   TrainedModels/top_all36_cgenff-sub-3003
      3004          0.9266          0.8992         13.5046   TrainedModels/top_all36_cgenff-sub-3004
      3005          0.9265          0.8996         13.5132   TrainedModels/top_all36_cgenff-sub-3005
      3006          0.9245          0.8967         13.5514   TrainedModels/top_all36_cgenff-sub-3006
      3007          0.9247          0.8970         13.4559   TrainedModels/top_all36_cgenff-sub-3007
      3008          0.9235          0.8964         13.4992   TrainedModels/top_all36_cgenff-sub-3008
      3009          0.9251          0.8964         13.5031   TrainedModels/top_all36_cgenff-sub-3009
      3010          0.9258          0.8996         13.5675   TrainedModels/top_all36_cgenff-sub-3010
      3011          0.9270          0.8989         13.5114   TrainedModels/top_all36_cgenff-sub-3011
      3012          0.9254          0.9018         13.4465   TrainedModels/top_all36_cgenff-sub-3012
      3013          0.9276          0.8992         13.5040   TrainedModels/top_all36_cgenff-sub-3013
      3014          0.9270          0.9049         13.5556   TrainedModels/top_all36_cgenff-sub-3014
      3015          0.9271          0.9027         13.5329   TrainedModels/top_all36_cgenff-sub-3015
      3016          0.9254          0.8989         13.5135   TrainedModels/top_all36_cgenff-sub-3016
      3017          0.9239          0.9011         13.4502   TrainedModels/top_all36_cgenff-sub-3017
      3018          0.9242          0.8999         13.5554   TrainedModels/top_all36_cgenff-sub-3018
      3019          0.9239          0.9011         13.5235   TrainedModels/top_all36_cgenff-sub-3019
      3020          0.9252          0.8996         13.5137   TrainedModels/top_all36_cgenff-sub-3020
      3021          0.9267          0.9027         13.5162   TrainedModels/top_all36_cgenff-sub-3021
      3022          0.9271          0.9030         13.5192   TrainedModels/top_all36_cgenff-sub-3022
      3023          0.9291          0.9034         13.4982   TrainedModels/top_all36_cgenff-sub-3023
      3024          0.9267          0.9024         13.5029   TrainedModels/top_all36_cgenff-sub-3024
      3025          0.9267          0.8986         13.5125   TrainedModels/top_all36_cgenff-sub-3025
      3026          0.9269          0.9024         13.5772   TrainedModels/top_all36_cgenff-sub-3026
      3027          0.9270          0.8986         13.4566   TrainedModels/top_all36_cgenff-sub-3027
      3028          0.9250          0.9015         13.4903   TrainedModels/top_all36_cgenff-sub-3028
      3029          0.9253          0.8973         13.5022   TrainedModels/top_all36_cgenff-sub-3029
      3030          0.9253          0.9011         13.5836   TrainedModels/top_all36_cgenff-sub-3030
      3031          0.9278          0.9034         13.5098   TrainedModels/top_all36_cgenff-sub-3031
