     Epoch    TrainingLoss        TestLoss         Time(s)   SavePrefix
----------------------------------------------------------------------------------------------------
     11219          0.9392          0.9062         14.1457   TrainedModels/top_all36_cgenff-sub-11219
     11220          0.9420          0.9062         14.2023   TrainedModels/top_all36_cgenff-sub-11220
     11221          0.9400          0.9046         14.1539   TrainedModels/top_all36_cgenff-sub-11221
     11222          0.9420          0.9053         14.0826   TrainedModels/top_all36_cgenff-sub-11222
     11223          0.9401          0.9034         14.1415   TrainedModels/top_all36_cgenff-sub-11223
     11224          0.9418          0.9059         14.2141   TrainedModels/top_all36_cgenff-sub-11224
     11225          0.9405          0.9043         14.1597   TrainedModels/top_all36_cgenff-sub-11225
     11226          0.9422          0.9056         14.1548   TrainedModels/top_all36_cgenff-sub-11226
     11227          0.9394          0.9053         14.0854   TrainedModels/top_all36_cgenff-sub-11227
     11228          0.9431          0.9078         14.2144   TrainedModels/top_all36_cgenff-sub-11228
     11229          0.9386          0.9053         14.1507   TrainedModels/top_all36_cgenff-sub-11229
     11230          0.9419          0.9068         14.1630   TrainedModels/top_all36_cgenff-sub-11230
     11231          0.9389          0.9056         14.1561   TrainedModels/top_all36_cgenff-sub-11231
     11232          0.9425          0.9068         14.1554   TrainedModels/top_all36_cgenff-sub-11232
     11233          0.9387          0.9062         14.1426   TrainedModels/top_all36_cgenff-sub-11233
     11234          0.9411          0.9053         14.1619   TrainedModels/top_all36_cgenff-sub-11234
     11235          0.9405          0.9062         14.1658   TrainedModels/top_all36_cgenff-sub-11235
     11236          0.9411          0.9056         14.2245   TrainedModels/top_all36_cgenff-sub-11236
     11237          0.9405          0.9075         14.0956   TrainedModels/top_all36_cgenff-sub-11237
     11238          0.9390          0.9043         14.1373   TrainedModels/top_all36_cgenff-sub-11238
     11239          0.9425          0.9053         14.1995   TrainedModels/top_all36_cgenff-sub-11239
     11240          0.9374          0.9043         14.1749   TrainedModels/top_all36_cgenff-sub-11240
     11241          0.9429          0.9043         14.1507   TrainedModels/top_all36_cgenff-sub-11241
     11242          0.9377          0.9062         14.0977   TrainedModels/top_all36_cgenff-sub-11242
     11243          0.9419          0.9053         14.2159   TrainedModels/top_all36_cgenff-sub-11243
     11244          0.9402          0.9056         14.1497   TrainedModels/top_all36_cgenff-sub-11244
     11245          0.9410          0.9072         14.1719   TrainedModels/top_all36_cgenff-sub-11245
     11246          0.9411          0.9065         14.1607   TrainedModels/top_all36_cgenff-sub-11246
     11247          0.9409          0.9037         14.1638   TrainedModels/top_all36_cgenff-sub-11247
     11248          0.9419          0.9084         14.1488   TrainedModels/top_all36_cgenff-sub-11248
     11249          0.9397          0.9030         14.1619   TrainedModels/top_all36_cgenff-sub-11249
     11250          0.9429          0.9075         14.1709   TrainedModels/top_all36_cgenff-sub-11250
     11251          0.9373          0.9027         14.2363   TrainedModels/top_all36_cgenff-sub-11251
     11252          0.9435          0.9091         14.0905   TrainedModels/top_all36_cgenff-sub-11252
     11253          0.9384          0.9027         14.1399   TrainedModels/top_all36_cgenff-sub-11253
     11254          0.9423          0.9068         14.1532   TrainedModels/top_all36_cgenff-sub-11254
     11255          0.9388          0.9043         14.2189   TrainedModels/top_all36_cgenff-sub-11255
     11256          0.9420          0.9059         14.1632   TrainedModels/top_all36_cgenff-sub-11256
     11257          0.9398          0.9046         14.0894   TrainedModels/top_all36_cgenff-sub-11257
     11258          0.9404          0.9043         14.2002   TrainedModels/top_all36_cgenff-sub-11258
     11259          0.9414          0.9059         14.1685   TrainedModels/top_all36_cgenff-sub-11259
     11260          0.9395          0.8999         14.1622   TrainedModels/top_all36_cgenff-sub-11260
     11261          0.9412          0.9081         14.1536   TrainedModels/top_all36_cgenff-sub-11261
     11262          0.9378          0.9011         14.1539   TrainedModels/top_all36_cgenff-sub-11262
     11263          0.9418          0.9072         14.1518   TrainedModels/top_all36_cgenff-sub-11263
     11264          0.9376          0.9018         14.1461   TrainedModels/top_all36_cgenff-sub-11264
     11265          0.9431          0.9084         14.1600   TrainedModels/top_all36_cgenff-sub-11265
     11266          0.9378          0.9021         14.2242   TrainedModels/top_all36_cgenff-sub-11266
     11267          0.9426          0.9065         14.0894   TrainedModels/top_all36_cgenff-sub-11267
     11268          0.9392          0.9056         14.1432   TrainedModels/top_all36_cgenff-sub-11268
     11269          0.9407          0.9053         14.1528   TrainedModels/top_all36_cgenff-sub-11269
     11270          0.9404          0.9053         14.2204   TrainedModels/top_all36_cgenff-sub-11270
     11271          0.9408          0.9046         14.1525   TrainedModels/top_all36_cgenff-sub-11271
     11272          0.9403          0.9056         14.0844   TrainedModels/top_all36_cgenff-sub-11272
     11273          0.9408          0.9024         14.1574   TrainedModels/top_all36_cgenff-sub-11273
     11274          0.9413          0.9059         14.2060   TrainedModels/top_all36_cgenff-sub-11274
     11275          0.9405          0.9015         14.1690   TrainedModels/top_all36_cgenff-sub-11275
     11276          0.9412          0.9068         14.1562   TrainedModels/top_all36_cgenff-sub-11276
     11277          0.9401          0.9056         14.1200   TrainedModels/top_all36_cgenff-sub-11277
     11278          0.9415          0.9065         14.1730   TrainedModels/top_all36_cgenff-sub-11278
     11279          0.9415          0.9059         14.1713   TrainedModels/top_all36_cgenff-sub-11279
     11280          0.9401          0.9030         14.1528   TrainedModels/top_all36_cgenff-sub-11280
     11281          0.9416          0.9072         14.1737   TrainedModels/top_all36_cgenff-sub-11281
     11282          0.9399          0.9030         14.1211   TrainedModels/top_all36_cgenff-sub-11282
     11283          0.9412          0.9062         14.1485   TrainedModels/top_all36_cgenff-sub-11283
     11284          0.9410          0.9040         14.1497   TrainedModels/top_all36_cgenff-sub-11284
     11285          0.9411          0.9072         14.1975   TrainedModels/top_all36_cgenff-sub-11285
     11286          0.9407          0.9059         14.1975   TrainedModels/top_all36_cgenff-sub-11286
     11287          0.9409          0.9056         14.0866   TrainedModels/top_all36_cgenff-sub-11287
     11288          0.9418          0.9059         14.1382   TrainedModels/top_all36_cgenff-sub-11288
     11289          0.9406          0.9034         14.2039   TrainedModels/top_all36_cgenff-sub-11289
     11290          0.9419          0.9081         14.1571   TrainedModels/top_all36_cgenff-sub-11290
     11291          0.9410          0.9040         14.1483   TrainedModels/top_all36_cgenff-sub-11291
     11292          0.9416          0.9078         14.0963   TrainedModels/top_all36_cgenff-sub-11292
     11293          0.9394          0.9037         14.1995   TrainedModels/top_all36_cgenff-sub-11293
     11294          0.9435          0.9078         14.1683   TrainedModels/top_all36_cgenff-sub-11294
     11295          0.9392          0.9040         14.1556   TrainedModels/top_all36_cgenff-sub-11295
     11296          0.9436          0.9072         14.1586   TrainedModels/top_all36_cgenff-sub-11296
     11297          0.9392          0.9056         14.1518   TrainedModels/top_all36_cgenff-sub-11297
     11298          0.9421          0.9053         14.1433   TrainedModels/top_all36_cgenff-sub-11298
     11299          0.9404          0.9053         14.1498   TrainedModels/top_all36_cgenff-sub-11299
     11300          0.9424          0.9059         14.1630   TrainedModels/top_all36_cgenff-sub-11300
     11301          0.9409          0.9078         14.2324   TrainedModels/top_all36_cgenff-sub-11301
     11302          0.9416          0.9040         14.0855   TrainedModels/top_all36_cgenff-sub-11302
     11303          0.9415          0.9078         14.1490   TrainedModels/top_all36_cgenff-sub-11303
     11304          0.9404          0.9053         14.1505   TrainedModels/top_all36_cgenff-sub-11304
     11305          0.9417          0.9081         14.2266   TrainedModels/top_all36_cgenff-sub-11305
     11306          0.9400          0.9059         14.1484   TrainedModels/top_all36_cgenff-sub-11306
     11307          0.9409          0.9075         14.0967   TrainedModels/top_all36_cgenff-sub-11307
     11308          0.9392          0.9059         14.1856   TrainedModels/top_all36_cgenff-sub-11308
     11309          0.9417          0.9075         14.1927   TrainedModels/top_all36_cgenff-sub-11309
     11310          0.9387          0.9059         14.1522   TrainedModels/top_all36_cgenff-sub-11310
     11311          0.9399          0.9056         14.1564   TrainedModels/top_all36_cgenff-sub-11311
     11312          0.9408          0.9056         14.1524   TrainedModels/top_all36_cgenff-sub-11312
     11313          0.9388          0.9030         14.1569   TrainedModels/top_all36_cgenff-sub-11313
     11314          0.9399          0.9015         14.1532   TrainedModels/top_all36_cgenff-sub-11314
     11315          0.9371          0.8989         14.1522   TrainedModels/top_all36_cgenff-sub-11315
     11316          0.9387          0.8999         14.2167   TrainedModels/top_all36_cgenff-sub-11316
     11317          0.9356          0.8986         14.0888   TrainedModels/top_all36_cgenff-sub-11317
     11318          0.9424          0.9030         14.1392   TrainedModels/top_all36_cgenff-sub-11318
     11319          0.9399          0.9053         14.1494   TrainedModels/top_all36_cgenff-sub-11319
     11320          0.9415          0.9030         14.2197   TrainedModels/top_all36_cgenff-sub-11320
     11321          0.9418          0.9059         14.1582   TrainedModels/top_all36_cgenff-sub-11321
     11322          0.9399          0.9037         14.0933   TrainedModels/top_all36_cgenff-sub-11322
     11323          0.9395          0.9046         14.1458   TrainedModels/top_all36_cgenff-sub-11323
     11324          0.9396          0.9024         14.2077   TrainedModels/top_all36_cgenff-sub-11324
     11325          0.9394          0.9040         14.1614   TrainedModels/top_all36_cgenff-sub-11325
     11326          0.9402          0.9056         14.1567   TrainedModels/top_all36_cgenff-sub-11326
     11327          0.9392          0.9043         14.1017   TrainedModels/top_all36_cgenff-sub-11327
     11328          0.9410          0.9094         14.2074   TrainedModels/top_all36_cgenff-sub-11328
     11329          0.9399          0.9018         14.1587   TrainedModels/top_all36_cgenff-sub-11329
     11330          0.9418          0.9078         14.1589   TrainedModels/top_all36_cgenff-sub-11330
     11331          0.9388          0.9024         14.2130   TrainedModels/top_all36_cgenff-sub-11331
     11332          0.9401          0.9046         14.0976   TrainedModels/top_all36_cgenff-sub-11332
     11333          0.9402          0.9049         14.1391   TrainedModels/top_all36_cgenff-sub-11333
     11334          0.9402          0.9053         14.1404   TrainedModels/top_all36_cgenff-sub-11334
     11335          0.9414          0.9049         14.2217   TrainedModels/top_all36_cgenff-sub-11335
     11336          0.9395          0.9037         14.1672   TrainedModels/top_all36_cgenff-sub-11336
     11337          0.9409          0.9078         14.0838   TrainedModels/top_all36_cgenff-sub-11337
     11338          0.9379          0.9030         14.1449   TrainedModels/top_all36_cgenff-sub-11338
     11339          0.9418          0.9075         14.2096   TrainedModels/top_all36_cgenff-sub-11339
     11340          0.9395          0.9040         14.1612   TrainedModels/top_all36_cgenff-sub-11340
     11341          0.9422          0.9078         14.1433   TrainedModels/top_all36_cgenff-sub-11341
     11342          0.9405          0.9059         14.0801   TrainedModels/top_all36_cgenff-sub-11342
     11343          0.9411          0.9053         14.1888   TrainedModels/top_all36_cgenff-sub-11343
     11344          0.9410          0.9062         14.1579   TrainedModels/top_all36_cgenff-sub-11344
     11345          0.9414          0.9049         14.1589   TrainedModels/top_all36_cgenff-sub-11345
     11346          0.9404          0.9062         14.1567   TrainedModels/top_all36_cgenff-sub-11346
     11347          0.9404          0.9034         14.1347   TrainedModels/top_all36_cgenff-sub-11347
     11348          0.9408          0.9075         14.1457   TrainedModels/top_all36_cgenff-sub-11348
     11349          0.9394          0.9053         14.1560   TrainedModels/top_all36_cgenff-sub-11349
     11350          0.9408          0.9081         14.1675   TrainedModels/top_all36_cgenff-sub-11350
     11351          0.9400          0.9053         14.2318   TrainedModels/top_all36_cgenff-sub-11351
     11352          0.9408          0.9072         14.0897   TrainedModels/top_all36_cgenff-sub-11352
     11353          0.9406          0.9056         14.1541   TrainedModels/top_all36_cgenff-sub-11353
     11354          0.9407          0.9059         14.1555   TrainedModels/top_all36_cgenff-sub-11354
     11355          0.9412          0.9065         14.2174   TrainedModels/top_all36_cgenff-sub-11355
     11356          0.9405          0.9059         14.1483   TrainedModels/top_all36_cgenff-sub-11356
     11357          0.9409          0.9068         14.0877   TrainedModels/top_all36_cgenff-sub-11357
     11358          0.9410          0.9053         14.1418   TrainedModels/top_all36_cgenff-sub-11358
     11359          0.9395          0.9059         14.1921   TrainedModels/top_all36_cgenff-sub-11359
     11360          0.9418          0.9059         14.1614   TrainedModels/top_all36_cgenff-sub-11360
     11361          0.9401          0.9065         14.1460   TrainedModels/top_all36_cgenff-sub-11361
     11362          0.9429          0.9065         14.1103   TrainedModels/top_all36_cgenff-sub-11362
     11363          0.9402          0.9072         14.2041   TrainedModels/top_all36_cgenff-sub-11363
     11364          0.9424          0.9062         14.1524   TrainedModels/top_all36_cgenff-sub-11364
     11365          0.9398          0.9059         14.1660   TrainedModels/top_all36_cgenff-sub-11365
     11366          0.9413          0.9084         14.1560   TrainedModels/top_all36_cgenff-sub-11366
     11367          0.9395          0.9059         14.1671   TrainedModels/top_all36_cgenff-sub-11367
     11368          0.9411          0.9084         14.1514   TrainedModels/top_all36_cgenff-sub-11368
     11369          0.9397          0.9053         14.1561   TrainedModels/top_all36_cgenff-sub-11369
     11370          0.9405          0.9065         14.1737   TrainedModels/top_all36_cgenff-sub-11370
     11371          0.9398          0.9056         14.2254   TrainedModels/top_all36_cgenff-sub-11371
     11372          0.9392          0.9068         14.0969   TrainedModels/top_all36_cgenff-sub-11372
     11373          0.9418          0.9040         14.1422   TrainedModels/top_all36_cgenff-sub-11373
     11374          0.9387          0.9043         14.1509   TrainedModels/top_all36_cgenff-sub-11374
     11375          0.9414          0.9018         14.2421   TrainedModels/top_all36_cgenff-sub-11375
     11376          0.9389          0.9056         14.1581   TrainedModels/top_all36_cgenff-sub-11376
     11377          0.9409          0.9037         14.0987   TrainedModels/top_all36_cgenff-sub-11377
     11378          0.9413          0.9078         14.1534   TrainedModels/top_all36_cgenff-sub-11378
     11379          0.9409          0.9034         14.2325   TrainedModels/top_all36_cgenff-sub-11379
     11380          0.9423          0.9075         14.1661   TrainedModels/top_all36_cgenff-sub-11380
     11381          0.9401          0.9049         14.1548   TrainedModels/top_all36_cgenff-sub-11381
     11382          0.9427          0.9068         14.0948   TrainedModels/top_all36_cgenff-sub-11382
     11383          0.9387          0.9053         14.2116   TrainedModels/top_all36_cgenff-sub-11383
     11384          0.9422          0.9068         14.1532   TrainedModels/top_all36_cgenff-sub-11384
     11385          0.9381          0.9056         14.1635   TrainedModels/top_all36_cgenff-sub-11385
     11386          0.9413          0.9030         14.1523   TrainedModels/top_all36_cgenff-sub-11386
     11387          0.9391          0.9046         14.1645   TrainedModels/top_all36_cgenff-sub-11387
     11388          0.9411          0.9030         14.1647   TrainedModels/top_all36_cgenff-sub-11388
     11389          0.9391          0.9053         14.1607   TrainedModels/top_all36_cgenff-sub-11389
     11390          0.9409          0.9030         14.1697   TrainedModels/top_all36_cgenff-sub-11390
     11391          0.9420          0.9068         14.2394   TrainedModels/top_all36_cgenff-sub-11391
     11392          0.9401          0.9034         14.0820   TrainedModels/top_all36_cgenff-sub-11392
     11393          0.9413          0.9059         14.1381   TrainedModels/top_all36_cgenff-sub-11393
     11394          0.9395          0.9049         14.1521   TrainedModels/top_all36_cgenff-sub-11394
     11395          0.9413          0.9062         14.2140   TrainedModels/top_all36_cgenff-sub-11395
     11396          0.9395          0.9059         14.1555   TrainedModels/top_all36_cgenff-sub-11396
     11397          0.9418          0.9059         14.0871   TrainedModels/top_all36_cgenff-sub-11397
     11398          0.9387          0.9065         14.1450   TrainedModels/top_all36_cgenff-sub-11398
     11399          0.9419          0.9056         14.2062   TrainedModels/top_all36_cgenff-sub-11399
     11400          0.9391          0.9065         14.1600   TrainedModels/top_all36_cgenff-sub-11400
     11401          0.9418          0.9034         14.1533   TrainedModels/top_all36_cgenff-sub-11401
     11402          0.9397          0.9046         14.1468   TrainedModels/top_all36_cgenff-sub-11402
     11403          0.9415          0.9040         14.1590   TrainedModels/top_all36_cgenff-sub-11403
     11404          0.9403          0.9068         14.1503   TrainedModels/top_all36_cgenff-sub-11404
     11405          0.9418          0.9056         14.1643   TrainedModels/top_all36_cgenff-sub-11405
     11406          0.9409          0.9059         14.1862   TrainedModels/top_all36_cgenff-sub-11406
     11407          0.9409          0.9059         14.1029   TrainedModels/top_all36_cgenff-sub-11407
     11408          0.9409          0.9075         14.1545   TrainedModels/top_all36_cgenff-sub-11408
     11409          0.9408          0.9062         14.1594   TrainedModels/top_all36_cgenff-sub-11409
     11410          0.9413          0.9075         14.2239   TrainedModels/top_all36_cgenff-sub-11410
     11411          0.9401          0.9078         14.1596   TrainedModels/top_all36_cgenff-sub-11411
     11412          0.9407          0.9046         14.0928   TrainedModels/top_all36_cgenff-sub-11412
     11413          0.9398          0.9068         14.1521   TrainedModels/top_all36_cgenff-sub-11413
     11414          0.9410          0.9040         14.1971   TrainedModels/top_all36_cgenff-sub-11414
     11415          0.9389          0.9062         14.1640   TrainedModels/top_all36_cgenff-sub-11415
     11416          0.9410          0.9049         14.1510   TrainedModels/top_all36_cgenff-sub-11416
     11417          0.9409          0.9062         14.0848   TrainedModels/top_all36_cgenff-sub-11417
     11418          0.9401          0.9068         14.1967   TrainedModels/top_all36_cgenff-sub-11418
     11419          0.9409          0.9072         14.1570   TrainedModels/top_all36_cgenff-sub-11419
     11420          0.9401          0.9056         14.1652   TrainedModels/top_all36_cgenff-sub-11420
     11421          0.9411          0.9075         14.1684   TrainedModels/top_all36_cgenff-sub-11421
     11422          0.9401          0.9049         14.1370   TrainedModels/top_all36_cgenff-sub-11422
     11423          0.9421          0.9072         14.1541   TrainedModels/top_all36_cgenff-sub-11423
     11424          0.9403          0.9059         14.1419   TrainedModels/top_all36_cgenff-sub-11424
     11425          0.9426          0.9075         14.1541   TrainedModels/top_all36_cgenff-sub-11425
     11426          0.9397          0.9065         14.2127   TrainedModels/top_all36_cgenff-sub-11426
     11427          0.9421          0.9065         14.0957   TrainedModels/top_all36_cgenff-sub-11427
     11428          0.9409          0.9053         14.1370   TrainedModels/top_all36_cgenff-sub-11428
     11429          0.9414          0.9062         14.1450   TrainedModels/top_all36_cgenff-sub-11429
     11430          0.9403          0.9065         14.2356   TrainedModels/top_all36_cgenff-sub-11430
     11431          0.9405          0.9062         14.1603   TrainedModels/top_all36_cgenff-sub-11431
     11432          0.9410          0.9072         14.0866   TrainedModels/top_all36_cgenff-sub-11432
     11433          0.9407          0.9059         14.1503   TrainedModels/top_all36_cgenff-sub-11433
     11434          0.9403          0.9075         14.2392   TrainedModels/top_all36_cgenff-sub-11434
     11435          0.9401          0.9053         14.1699   TrainedModels/top_all36_cgenff-sub-11435
     11436          0.9409          0.9068         14.1621   TrainedModels/top_all36_cgenff-sub-11436
     11437          0.9401          0.9062         14.0878   TrainedModels/top_all36_cgenff-sub-11437
     11438          0.9414          0.9062         14.2205   TrainedModels/top_all36_cgenff-sub-11438
     11439          0.9398          0.9078         14.1547   TrainedModels/top_all36_cgenff-sub-11439
     11440          0.9416          0.9068         14.1748   TrainedModels/top_all36_cgenff-sub-11440
     11441          0.9389          0.9078         14.1548   TrainedModels/top_all36_cgenff-sub-11441
     11442          0.9423          0.9056         14.1596   TrainedModels/top_all36_cgenff-sub-11442
     11443          0.9404          0.9059         14.1511   TrainedModels/top_all36_cgenff-sub-11443
     11444          0.9411          0.9030         14.1578   TrainedModels/top_all36_cgenff-sub-11444
     11445          0.9392          0.9053         14.2106   TrainedModels/top_all36_cgenff-sub-11445
     11446          0.9422          0.9034         14.1754   TrainedModels/top_all36_cgenff-sub-11446
     11447          0.9385          0.9062         14.0971   TrainedModels/top_all36_cgenff-sub-11447
     11448          0.9407          0.9037         14.1510   TrainedModels/top_all36_cgenff-sub-11448
     11449          0.9403          0.9062         14.1919   TrainedModels/top_all36_cgenff-sub-11449
     11450          0.9401          0.9030         14.1692   TrainedModels/top_all36_cgenff-sub-11450
     11451          0.9426          0.9068         14.1484   TrainedModels/top_all36_cgenff-sub-11451
     11452          0.9396          0.9037         14.0833   TrainedModels/top_all36_cgenff-sub-11452
     11453          0.9430          0.9072         14.2224   TrainedModels/top_all36_cgenff-sub-11453
     11454          0.9392          0.9037         14.1517   TrainedModels/top_all36_cgenff-sub-11454
     11455          0.9418          0.9056         14.1623   TrainedModels/top_all36_cgenff-sub-11455
     11456          0.9403          0.9072         14.1451   TrainedModels/top_all36_cgenff-sub-11456
     11457          0.9412          0.9065         14.1589   TrainedModels/top_all36_cgenff-sub-11457
     11458          0.9395          0.9065         14.1519   TrainedModels/top_all36_cgenff-sub-11458
     11459          0.9407          0.9040         14.1548   TrainedModels/top_all36_cgenff-sub-11459
     11460          0.9393          0.9040         14.1880   TrainedModels/top_all36_cgenff-sub-11460
     11461          0.9402          0.9018         14.1973   TrainedModels/top_all36_cgenff-sub-11461
     11462          0.9398          0.9065         14.0913   TrainedModels/top_all36_cgenff-sub-11462
     11463          0.9409          0.9027         14.1436   TrainedModels/top_all36_cgenff-sub-11463
     11464          0.9391          0.9059         14.2068   TrainedModels/top_all36_cgenff-sub-11464
     11465          0.9400          0.9049         14.1653   TrainedModels/top_all36_cgenff-sub-11465
     11466          0.9409          0.9062         14.1552   TrainedModels/top_all36_cgenff-sub-11466
     11467          0.9383          0.9059         14.0919   TrainedModels/top_all36_cgenff-sub-11467
     11468          0.9422          0.9062         14.2044   TrainedModels/top_all36_cgenff-sub-11468
     11469          0.9401          0.9056         14.1559   TrainedModels/top_all36_cgenff-sub-11469
     11470          0.9427          0.9068         14.1626   TrainedModels/top_all36_cgenff-sub-11470
     11471          0.9402          0.9072         14.1624   TrainedModels/top_all36_cgenff-sub-11471
     11472          0.9407          0.9068         14.1377   TrainedModels/top_all36_cgenff-sub-11472
     11473          0.9407          0.9062         14.1397   TrainedModels/top_all36_cgenff-sub-11473
     11474          0.9412          0.9075         14.1528   TrainedModels/top_all36_cgenff-sub-11474
     11475          0.9389          0.9049         14.2237   TrainedModels/top_all36_cgenff-sub-11475
     11476          0.9413          0.9049         14.1762   TrainedModels/top_all36_cgenff-sub-11476
     11477          0.9399          0.9049         14.0902   TrainedModels/top_all36_cgenff-sub-11477
     11478          0.9414          0.9043         14.1348   TrainedModels/top_all36_cgenff-sub-11478
     11479          0.9404          0.9053         14.2161   TrainedModels/top_all36_cgenff-sub-11479
     11480          0.9409          0.9053         14.1738   TrainedModels/top_all36_cgenff-sub-11480
     11481          0.9418          0.9056         14.1616   TrainedModels/top_all36_cgenff-sub-11481
     11482          0.9396          0.9053         14.0929   TrainedModels/top_all36_cgenff-sub-11482
     11483          0.9421          0.9053         14.1987   TrainedModels/top_all36_cgenff-sub-11483
     11484          0.9392          0.9043         14.1559   TrainedModels/top_all36_cgenff-sub-11484
     11485          0.9429          0.9056         14.1569   TrainedModels/top_all36_cgenff-sub-11485
     11486          0.9404          0.9053         14.1506   TrainedModels/top_all36_cgenff-sub-11486
     11487          0.9417          0.9059         14.1503   TrainedModels/top_all36_cgenff-sub-11487
     11488          0.9406          0.9072         14.1559   TrainedModels/top_all36_cgenff-sub-11488
     11489          0.9407          0.9062         14.1525   TrainedModels/top_all36_cgenff-sub-11489
     11490          0.9399          0.9075         14.1621   TrainedModels/top_all36_cgenff-sub-11490
     11491          0.9413          0.9072         14.2312   TrainedModels/top_all36_cgenff-sub-11491
     11492          0.9401          0.9068         14.0909   TrainedModels/top_all36_cgenff-sub-11492
     11493          0.9427          0.9049         14.1380   TrainedModels/top_all36_cgenff-sub-11493
     11494          0.9393          0.9056         14.1547   TrainedModels/top_all36_cgenff-sub-11494
     11495          0.9417          0.9062         14.2223   TrainedModels/top_all36_cgenff-sub-11495
     11496          0.9392          0.9056         14.1568   TrainedModels/top_all36_cgenff-sub-11496
     11497          0.9423          0.9065         14.1019   TrainedModels/top_all36_cgenff-sub-11497
     11498          0.9390          0.9043         14.1388   TrainedModels/top_all36_cgenff-sub-11498
     11499          0.9427          0.9053         14.2156   TrainedModels/top_all36_cgenff-sub-11499
     11500          0.9391          0.9056         14.1663   TrainedModels/top_all36_cgenff-sub-11500
     11501          0.9431          0.9056         14.1587   TrainedModels/top_all36_cgenff-sub-11501
     11502          0.9393          0.9049         14.1340   TrainedModels/top_all36_cgenff-sub-11502
     11503          0.9419          0.9075         14.1651   TrainedModels/top_all36_cgenff-sub-11503
     11504          0.9409          0.9043         14.1580   TrainedModels/top_all36_cgenff-sub-11504
     11505          0.9422          0.9072         14.1637   TrainedModels/top_all36_cgenff-sub-11505
     11506          0.9404          0.9046         14.2252   TrainedModels/top_all36_cgenff-sub-11506
     11507          0.9412          0.9065         14.0976   TrainedModels/top_all36_cgenff-sub-11507
     11508          0.9408          0.9043         14.1426   TrainedModels/top_all36_cgenff-sub-11508
     11509          0.9415          0.9065         14.1481   TrainedModels/top_all36_cgenff-sub-11509
     11510          0.9406          0.9062         14.2311   TrainedModels/top_all36_cgenff-sub-11510
     11511          0.9409          0.9075         14.1614   TrainedModels/top_all36_cgenff-sub-11511
     11512          0.9412          0.9056         14.0954   TrainedModels/top_all36_cgenff-sub-11512
     11513          0.9409          0.9059         14.1458   TrainedModels/top_all36_cgenff-sub-11513
     11514          0.9402          0.9053         14.2083   TrainedModels/top_all36_cgenff-sub-11514
     11515          0.9406          0.9059         14.1657   TrainedModels/top_all36_cgenff-sub-11515
     11516          0.9400          0.9034         14.1477   TrainedModels/top_all36_cgenff-sub-11516
     11517          0.9407          0.9056         14.0826   TrainedModels/top_all36_cgenff-sub-11517
     11518          0.9396          0.9037         14.2035   TrainedModels/top_all36_cgenff-sub-11518
     11519          0.9416          0.9062         14.1617   TrainedModels/top_all36_cgenff-sub-11519
     11520          0.9386          0.9059         14.1558   TrainedModels/top_all36_cgenff-sub-11520
     11521          0.9421          0.9087         14.1752   TrainedModels/top_all36_cgenff-sub-11521
     11522          0.9387          0.9027         14.1200   TrainedModels/top_all36_cgenff-sub-11522
     11523          0.9423          0.9078         14.1525   TrainedModels/top_all36_cgenff-sub-11523
     11524          0.9403          0.9024         14.1484   TrainedModels/top_all36_cgenff-sub-11524
     11525          0.9425          0.9075         14.1750   TrainedModels/top_all36_cgenff-sub-11525
     11526          0.9391          0.9018         14.1905   TrainedModels/top_all36_cgenff-sub-11526
     11527          0.9428          0.9062         14.0754   TrainedModels/top_all36_cgenff-sub-11527
     11528          0.9387          0.9034         14.1458   TrainedModels/top_all36_cgenff-sub-11528
     11529          0.9428          0.9072         14.1772   TrainedModels/top_all36_cgenff-sub-11529
     11530          0.9388          0.9024         14.2082   TrainedModels/top_all36_cgenff-sub-11530
     11531          0.9421          0.9075         14.1661   TrainedModels/top_all36_cgenff-sub-11531
     11532          0.9398          0.9046         14.0940   TrainedModels/top_all36_cgenff-sub-11532
     11533          0.9413          0.9062         14.2001   TrainedModels/top_all36_cgenff-sub-11533
     11534          0.9416          0.9040         14.1600   TrainedModels/top_all36_cgenff-sub-11534
     11535          0.9401          0.9053         14.1665   TrainedModels/top_all36_cgenff-sub-11535
     11536          0.9434          0.9072         14.1510   TrainedModels/top_all36_cgenff-sub-11536
     11537          0.9379          0.9030         14.1406   TrainedModels/top_all36_cgenff-sub-11537
     11538          0.9432          0.9072         14.1447   TrainedModels/top_all36_cgenff-sub-11538
     11539          0.9367          0.9021         14.1606   TrainedModels/top_all36_cgenff-sub-11539
     11540          0.9437          0.9087         14.1940   TrainedModels/top_all36_cgenff-sub-11540
     11541          0.9382          0.9018         14.1872   TrainedModels/top_all36_cgenff-sub-11541
     11542          0.9438          0.9075         14.0978   TrainedModels/top_all36_cgenff-sub-11542
     11543          0.9379          0.9024         14.1370   TrainedModels/top_all36_cgenff-sub-11543
     11544          0.9418          0.9049         14.1941   TrainedModels/top_all36_cgenff-sub-11544
     11545          0.9396          0.9049         14.1635   TrainedModels/top_all36_cgenff-sub-11545
     11546          0.9402          0.9037         14.1568   TrainedModels/top_all36_cgenff-sub-11546
     11547          0.9400          0.9049         14.0957   TrainedModels/top_all36_cgenff-sub-11547
     11548          0.9389          0.9021         14.2159   TrainedModels/top_all36_cgenff-sub-11548
     11549          0.9408          0.9053         14.1529   TrainedModels/top_all36_cgenff-sub-11549
     11550          0.9394          0.9021         14.1547   TrainedModels/top_all36_cgenff-sub-11550
